Van Datum;Van Tijdstip;Tot Datum;Tot Tijdstip;EAN;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus
24-06-2024;00:00:00;25-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;3,338;kWh;Gevalideerd
24-06-2024;00:00:00;25-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;0,892;kWh;Gevalideerd
24-06-2024;00:00:00;25-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,008;kWh;Gevalideerd
24-06-2024;00:00:00;25-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
25-06-2024;00:00:00;26-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;4,340;kWh;Gevalideerd
25-06-2024;00:00:00;26-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;1,402;kWh;Gevalideerd
25-06-2024;00:00:00;26-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
25-06-2024;00:00:00;26-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
26-06-2024;00:00:00;27-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;3,626;kWh;Gevalideerd
26-06-2024;00:00:00;27-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;1,879;kWh;Gevalideerd
26-06-2024;00:00:00;27-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
26-06-2024;00:00:00;27-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
27-06-2024;00:00:00;28-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;1,884;kWh;Gevalideerd
27-06-2024;00:00:00;28-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;1,178;kWh;Gevalideerd
27-06-2024;00:00:00;28-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
27-06-2024;00:00:00;28-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
28-06-2024;00:00:00;29-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;1,408;kWh;Gevalideerd
28-06-2024;00:00:00;29-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;1,068;kWh;Gevalideerd
28-06-2024;00:00:00;29-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
28-06-2024;00:00:00;29-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
29-06-2024;00:00:00;30-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
29-06-2024;00:00:00;30-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;2,155;kWh;Gevalideerd
29-06-2024;00:00:00;30-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
29-06-2024;00:00:00;30-06-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
30-06-2024;00:00:00;01-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
30-06-2024;00:00:00;01-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;3,080;kWh;Gevalideerd
30-06-2024;00:00:00;01-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
30-06-2024;00:00:00;01-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
01-07-2024;00:00:00;02-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;6,788;kWh;Gevalideerd
01-07-2024;00:00:00;02-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;1,123;kWh;Gevalideerd
01-07-2024;00:00:00;02-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
01-07-2024;00:00:00;02-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
02-07-2024;00:00:00;03-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;2,333;kWh;Gevalideerd
02-07-2024;00:00:00;03-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;1,194;kWh;Gevalideerd
02-07-2024;00:00:00;03-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
02-07-2024;00:00:00;03-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
03-07-2024;00:00:00;04-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;1,877;kWh;Gevalideerd
03-07-2024;00:00:00;04-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;0,961;kWh;Gevalideerd
03-07-2024;00:00:00;04-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
03-07-2024;00:00:00;04-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
04-07-2024;00:00:00;05-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;1,906;kWh;Gevalideerd
04-07-2024;00:00:00;05-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;0,715;kWh;Gevalideerd
04-07-2024;00:00:00;05-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
04-07-2024;00:00:00;05-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
05-07-2024;00:00:00;06-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;1,168;kWh;Gevalideerd
05-07-2024;00:00:00;06-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;0,910;kWh;Gevalideerd
05-07-2024;00:00:00;06-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
05-07-2024;00:00:00;06-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
06-07-2024;00:00:00;07-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
06-07-2024;00:00:00;07-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;3,903;kWh;Gevalideerd
06-07-2024;00:00:00;07-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
06-07-2024;00:00:00;07-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
07-07-2024;00:00:00;08-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;0,000;kWh;Gevalideerd
07-07-2024;00:00:00;08-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;3,215;kWh;Gevalideerd
07-07-2024;00:00:00;08-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;0,000;kWh;Gevalideerd
07-07-2024;00:00:00;08-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;0,000;kWh;Gevalideerd
08-07-2024;00:00:00;09-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Dag;;kWh;Geen verbruik
08-07-2024;00:00:00;09-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Afname Nacht;;kWh;Geen verbruik
08-07-2024;00:00:00;09-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Dag;;kWh;Geen verbruik
08-07-2024;00:00:00;09-07-2024;00:00:00;="541449500000446547";1SAG3100759323;Digitale Meter;Injectie Nacht;;kWh;Geen verbruik
